Laboratório,EAN 1,Produto (Dosagem),Classe Terapêutica
Aurobindo Pharma,7898361884031,Cloridrato de venlafaxina (75 mg),Antidepressivos snri
Aurobindo Pharma,7898361884048,Cloridrato de venlafaxina (75 mg),Antidepressivos snri
Aurobindo Pharma,7898361884055,Cloridrato de venlafaxina (75 mg),Antidepressivos snri
Geolab,7899095256880,"Cloridrato de venlafaxina (37,5 mg)",Antidepressivos snri
Geolab,7899095256934,Cloridrato de venlafaxina (75 mg),Antidepressivos snri
Geolab,7899095256989,Cloridrato de venlafaxina (150 mg),Antidepressivos snri
Geolab,7899095201408,Cloridrato de venlafaxina (75 mg),Antidepressivos snri
Geolab,7899095201422,Cloridrato de venlafaxina (150 mg),Antidepressivos snri
Brainfarma,7896714290607,Cloridrato de venlafaxina (75 mg),Antidepressivos snri
Zydus Nikkho,7898927562229,"Cloridrato de venlafaxina (37,5 mg)",Antidepressivos snri
Zydus Nikkho,7898927562243,Cloridrato de venlafaxina (75 mg),Antidepressivos snri
Zydus Nikkho,7898927562267,Cloridrato de venlafaxina (150 mg),Antidepressivos snri
Medley,7896422514477,Alenthus xr (75 mg),Antidepressivos snri
Medley,7896422514453,Alenthus xr (150 mg),Antidepressivos snri
Medley,7896422513951,Cloridrato de venlafaxina (75 mg),Antidepressivos snri
Medley,7896422513968,Cloridrato de venlafaxina (150 mg),Antidepressivos snri
Medley,7896422519922,"Cloridrato de venlafaxina (37,5 mg)",Antidepressivos snri
Viatris,7908236800599,"Efexor (37,5 mg)",Antidepressivos snri
Viatris,7908236800605,"Efexor (37,5 mg)",Antidepressivos snri
Viatris,7908236800636,Efexor (75 mg),Antidepressivos snri
Viatris,7908236800629,Efexor (75 mg),Antidepressivos snri
Viatris,7908236800575,Efexor (150 mg),Antidepressivos snri
Viatris,7908236800568,Efexor (150 mg),Antidepressivos snri
Eurofarma,7891317000530,Succinato de desvenlafaxina monoidratado (100 mg),Antidepressivos snri
Eurofarma,7891317007294,Succinato de desvenlafaxina monoidratado (100 mg),Antidepressivos snri
Eurofarma,7891317000509,Succinato de desvenlafaxina monoidratado (50 mg),Antidepressivos snri
Eurofarma,7891317007287,Succinato de desvenlafaxina monoidratado (50 mg),Antidepressivos snri
Eurofarma,7891317000615,Desve (100 mg),Antidepressivos snri
Eurofarma,7891317000653,Desve (100 mg),Antidepressivos snri
Eurofarma,7891317007232,Desve (100 mg),Antidepressivos snri
Eurofarma,7891317000554,Desve (50 mg),Antidepressivos snri
Eurofarma,7891317000608,Desve (50 mg),Antidepressivos snri
Eurofarma,7891317007225,Desve (50 mg),Antidepressivos snri
Eurofarma,7891317016074,Vendexla (100 mg),Antidepressivos snri
Eurofarma,7891317016067,Vendexla (100 mg),Antidepressivos snri
Eurofarma,7891317016104,Vendexla (50 mg),Antidepressivos snri
Eurofarma,7891317016098,Vendexla (50 mg),Antidepressivos snri
Ems,7896004751009,Succinato de desvenlafaxina monoidratado (50 mg),Antidepressivos snri
Ems,7896004751016,Succinato de desvenlafaxina monoidratado (100 mg),Antidepressivos snri
Ems,7894916512473,Imense (50 mg),Antidepressivos snri
Ems,7894916512466,Imense (50 mg),Antidepressivos snri
Ems,7894916513012,Imense (50 mg),Antidepressivos snri
Ems,7894916512459,Imense (100 mg),Antidepressivos snri
Ems,7894916512442,Imense (100 mg),Antidepressivos snri
Ems,7894916513029,Imense (100 mg),Antidepressivos snri
Cristália,7896676433937,Vellana (50 mg),Antidepressivos snri
Cristália,7896676433944,Vellana (50 mg),Antidepressivos snri
Cristália,7896676433951,Vellana (100 mg),Antidepressivos snri
Laboratorio Teuto,7896112105299,Succinato de desvenlafaxina (50 mg),Antidepressivos snri
Laboratorio Teuto,7896112105305,Succinato de desvenlafaxina (100 mg),Antidepressivos snri
Supera Farma,7899420509971,Andes (50 mg),Antidepressivos snri
Supera Farma,7899420506796,Andes (100 mg),Antidepressivos snri
Supera Farma,7899420506802,Andes (100 mg),Antidepressivos snri
Supera Farma,7899420507229,Andes (100 mg),Antidepressivos snri
Supera Farma,7899420506765,Andes (50 mg),Antidepressivos snri
Supera Farma,7899420506772,Andes (50 mg),Antidepressivos snri
Supera Farma,7899420507236,Andes (50 mg),Antidepressivos snri
Supera Farma,7899420509964,Andes (100 mg),Antidepressivos snri
Torrent,8903855081519,Desduo (50 mg),Antidepressivos snri
Torrent,8903855081496,Desduo (50 mg),Antidepressivos snri
Torrent,8903855082493,Desduo (50 mg),Antidepressivos snri
Torrent,8903855081472,Desduo (100 mg),Antidepressivos snri
Torrent,8903855081465,Desduo (100 mg),Antidepressivos snri
Torrent,8903855082509,Desduo (100 mg),Antidepressivos snri
Torrent,8903855085098,Succinato de desvenlafaxina (50 mg),Antidepressivos snri
Torrent,8903855085104,Succinato de desvenlafaxina (50 mg),Antidepressivos snri
Torrent,8903855085111,Succinato de desvenlafaxina (50 mg),Antidepressivos snri
Torrent,8903855085128,Succinato de desvenlafaxina (100 mg),Antidepressivos snri
Torrent,8903855085135,Succinato de desvenlafaxina (100 mg),Antidepressivos snri
Torrent,8903855085142,Succinato de desvenlafaxina (100 mg),Antidepressivos snri
Aché Laboratórios,7896658049446,Desenvo (50 mg),Antidepressivos snri
Aché Laboratórios,7896658049439,Desenvo (50 mg),Antidepressivos snri
Aché Laboratórios,7896658049491,Desenvo (100 mg),Antidepressivos snri
Aché Laboratórios,7896658050404,Desenvo (50 mg),Antidepressivos snri
Aché Laboratórios,7896658050411,Desenvo (100 mg),Antidepressivos snri
Aché Laboratórios,7896658029738,Deller (50 mg),Antidepressivos snri
Aché Laboratórios,7896658029561,Deller (50 mg),Antidepressivos snri
Aché Laboratórios,7896658029745,Deller (100 mg),Antidepressivos snri
Aché Laboratórios,7896658029608,Deller (100 mg),Antidepressivos snri
Aché Laboratórios,7896658039195,Deller (50 mg),Antidepressivos snri
Aché Laboratórios,7896658039201,Deller (100 mg),Antidepressivos snri
Aché Laboratórios,7896181927679,Succinato de desvenlafaxina monoidratado (50 mg),Antidepressivos snri
Aché Laboratórios,7896181927693,Succinato de desvenlafaxina monoidratado (50 mg),Antidepressivos snri
Aché Laboratórios,7896181927716,Succinato de desvenlafaxina monoidratado (100 mg),Antidepressivos snri
Aché Laboratórios,7896181927730,Succinato de desvenlafaxina monoidratado (100 mg),Antidepressivos snri
Aché Laboratórios,7896658051500,Succinato de desvenlafaxina monoidratado (50 mg),Antidepressivos snri
Aché Laboratórios,7896658051517,Succinato de desvenlafaxina monoidratado (100 mg),Antidepressivos snri
Aché Laboratórios,7897411650541,Desventag (50 mg),Antidepressivos snri
Aché Laboratórios,7897411650558,Desventag (50 mg),Antidepressivos snri
Aché Laboratórios,7897411650572,Desventag (100 mg),Antidepressivos snri
Aché Laboratórios,7897411650589,Desventag (100 mg),Antidepressivos snri
Germed,7896004751108,Succinato de desvenlafaxina (50 mg),Antidepressivos snri
Germed,7896004751115,Succinato de desvenlafaxina (100 mg),Antidepressivos snri
Germed,7896004776545,Rytmise (50 mg),Antidepressivos snri
Germed,7896004776552,Rytmise (50 mg),Antidepressivos snri
Germed,7896004776569,Rytmise (50 mg),Antidepressivos snri
Germed,7896004776576,Rytmise (50 mg),Antidepressivos snri
Germed,7896004776583,Rytmise (50 mg),Antidepressivos snri
Germed,7896004776590,Rytmise (50 mg),Antidepressivos snri
Germed,7896004776606,Rytmise (50 mg),Antidepressivos snri
Germed,7896004776613,Rytmise (50 mg),Antidepressivos snri
Germed,7896004776620,Rytmise (50 mg),Antidepressivos snri
Germed,7896004776637,Rytmise (50 mg),Antidepressivos snri
Germed,7896004776644,Rytmise (100 mg),Antidepressivos snri
Germed,7896004776651,Rytmise (100 mg),Antidepressivos snri
Germed,7896004776668,Rytmise (100 mg),Antidepressivos snri
Germed,7896004776675,Rytmise (100 mg),Antidepressivos snri
Germed,7896004776682,Rytmise (100 mg),Antidepressivos snri
Germed,7896004776699,Rytmise (100 mg),Antidepressivos snri
Germed,7896004776705,Rytmise (100 mg),Antidepressivos snri
Germed,7896004776712,Rytmise (100 mg),Antidepressivos snri
Germed,7896004776729,Rytmise (100 mg),Antidepressivos snri
Germed,7896004776736,Rytmise (100 mg),Antidepressivos snri
Pfizer Brasil Ltda,7891045013116,Pristiq (50 mg),Antidepressivos snri
Pfizer Brasil Ltda,7891045013123,Pristiq (50 mg),Antidepressivos snri
Pfizer Brasil Ltda,7891045013130,Pristiq (50 mg),Antidepressivos snri
Pfizer Brasil Ltda,7891045013147,Pristiq (100 mg),Antidepressivos snri
Pfizer Brasil Ltda,7891045014366,Pristiq (100 mg),Antidepressivos snri
Pfizer Brasil Ltda,7891045031424,Elifore (50 mg),Antidepressivos snri
Pfizer Brasil Ltda,7891045031455,Elifore (50 mg),Antidepressivos snri
Pfizer Brasil Ltda,7891045031462,Elifore (100 mg),Antidepressivos snri
Pfizer Brasil Ltda,7891045031493,Elifore (100 mg),Antidepressivos snri
Ranbaxy Farmacêutica,7897076922328,Succinato de desvenlafaxina monoidratado (50 mg),Antidepressivos snri
Ranbaxy Farmacêutica,7897076922359,Succinato de desvenlafaxina monoidratado (100 mg),Antidepressivos snri
Prati Donaduzzi,7899547546767,Succinato de desvenlafaxina (50 mg),Antidepressivos snri
Prati Donaduzzi,7899547546774,Succinato de desvenlafaxina (100 mg),Antidepressivos snri
Prati Donaduzzi,7899547549256,Succinato de desvenlafaxina (50 mg),Antidepressivos snri
Prati Donaduzzi,7899547549263,Succinato de desvenlafaxina (50 mg),Antidepressivos snri
Prati Donaduzzi,7899547549270,Succinato de desvenlafaxina (100 mg),Antidepressivos snri
Prati Donaduzzi,7899547549287,Succinato de desvenlafaxina (100 mg),Antidepressivos snri
Prati Donaduzzi,7899547546743,Afax (50 mg),Antidepressivos snri
Prati Donaduzzi,7899547546750,Afax (100 mg),Antidepressivos snri
Prati Donaduzzi,7899547549683,Afax (50 mg),Antidepressivos snri
Prati Donaduzzi,7899547549225,Afax (50 mg),Antidepressivos snri
Prati Donaduzzi,7899547549690,Afax (100 mg),Antidepressivos snri
Prati Donaduzzi,7899547549249,Afax (100 mg),Antidepressivos snri
Althaia,7898569764715,Succinato de desvenlafaxina monoidratado (100 mg),Antidepressivos snri
Althaia,7898569764722,Succinato de desvenlafaxina monoidratado (100 mg),Antidepressivos snri
Althaia,7898569764739,Succinato de desvenlafaxina monoidratado (100 mg),Antidepressivos snri
Althaia,7898569764746,Succinato de desvenlafaxina monoidratado (100 mg),Antidepressivos snri
Althaia,7898569764753,Succinato de desvenlafaxina monoidratado (100 mg),Antidepressivos snri
Althaia,7898569764760,Succinato de desvenlafaxina monoidratado (100 mg),Antidepressivos snri
Althaia,7898569764777,Succinato de desvenlafaxina monoidratado (100 mg),Antidepressivos snri
Althaia,7898569767518,Succinato de desvenlafaxina monoidratado (50 mg),Antidepressivos snri
Althaia,7898569767525,Succinato de desvenlafaxina monoidratado (50 mg),Antidepressivos snri
Althaia,7898569767532,Succinato de desvenlafaxina monoidratado (50 mg),Antidepressivos snri
Althaia,7898569767549,Succinato de desvenlafaxina monoidratado (50 mg),Antidepressivos snri
Althaia,7898569767556,Succinato de desvenlafaxina monoidratado (50 mg),Antidepressivos snri
Althaia,7898569767563,Succinato de desvenlafaxina monoidratado (50 mg),Antidepressivos snri
Althaia,7898569767570,Succinato de desvenlafaxina monoidratado (50 mg),Antidepressivos snri
Sanusphar Pesquisa E Desenvovimento Ltda,7898996074777,Destyc (50 mg),Antidepressivos snri
Sanusphar Pesquisa E Desenvovimento Ltda,7898996074784,Destyc (100 mg),Antidepressivos snri
Pharlab,7898216367160,Succinato de desvenlafaxina monoidratado (50 mg),Antidepressivos snri
Pharlab,7898216367177,Succinato de desvenlafaxina monoidratado (50 mg),Antidepressivos snri
Pharlab,7898216368297,Vyxara (50 mg),Antidepressivos snri
Pharlab,7898216368303,Vyxara (50 mg),Antidepressivos snri
Brainfarma,7896714273945,Succinato de desvenlafaxina monoidratado (100 mg),Antidepressivos snri
Brainfarma,7896714292038,Succinato de desvenlafaxina monoidratado (100 mg),Antidepressivos snri
Brainfarma,7896714274751,Succinato de desvenlafaxina monoidratado (50 mg),Antidepressivos snri
Zydus Nikkho,7908950000039,Succinato de desvenlafaxina (50 mg),Antidepressivos snri
Zydus Nikkho,7908950000046,Succinato de desvenlafaxina (50 mg),Antidepressivos snri
Zydus Nikkho,7908950000053,Succinato de desvenlafaxina (100 mg),Antidepressivos snri
Zydus Nikkho,7908950000060,Succinato de desvenlafaxina (100 mg),Antidepressivos snri
Legrand Pharma,7894916148900,Succinato de desvenlafaxina (50 mg),Antidepressivos snri
Legrand Pharma,7894916148917,Succinato de desvenlafaxina (100 mg),Antidepressivos snri
Cosmed,7896094927162,Aviv (100 mg),Antidepressivos snri
Cosmed,7896094920736,Aviv (100 mg),Antidepressivos snri
Cosmed,7896094927155,Aviv (100 mg),Antidepressivos snri
Cosmed,7896094927148,Aviv (50 mg),Antidepressivos snri
Cosmed,7896094920729,Aviv (50 mg),Antidepressivos snri
Cosmed,7896094927131,Aviv (50 mg),Antidepressivos snri
Medley,7896422503990,Succinato de desvenlafaxina monoidratado (50 mg),Antidepressivos snri
Medley,7896422504010,Succinato de desvenlafaxina monoidratado (100 mg),Antidepressivos snri
Medley,7896422520539,Zodel (50 mg),Antidepressivos snri
Medley,7896422520546,Zodel (100 mg),Antidepressivos snri
Ems,7896004763606,Agomelatina (25 mg),Antidepressivos todos os outros
Ems,7896004755366,Agomelatina (25 mg),Antidepressivos todos os outros
Ems,7896004763613,Agomelatina (25 mg),Antidepressivos todos os outros
Ems,7896004763620,Agomelatina (25 mg),Antidepressivos todos os outros
Ems,7896004755373,Agomelatina (25 mg),Antidepressivos todos os outros
Ems,7896004763637,Agomelatina (25 mg),Antidepressivos todos os outros
Ems,7896004763644,Agomelatina (25 mg),Antidepressivos todos os outros
Ems,7896004763651,Agomelatina (25 mg),Antidepressivos todos os outros
Laboratorios Servier,7898029558564,Valdoxan (25 mg),Antidepressivos todos os outros
Laboratorios Servier,7898029558595,Valdoxan (25 mg),Antidepressivos todos os outros
Laboratorios Servier,7898029558618,Valdoxan (25 mg),Antidepressivos todos os outros
Laboratorios Servier,7898029559288,Agoxom (25 mg),Antidepressivos todos os outros
Laboratorios Servier,7898029559318,Agoxom (25 mg),Antidepressivos todos os outros
Laboratorios Servier,7898029559332,Agoxom (25 mg),Antidepressivos todos os outros
Teva,7898587901574,Elencos (25 mg),Antidepressivos todos os outros
Teva,7898587901451,Elencos (25 mg),Antidepressivos todos os outros
Teva,7898587901581,Elencos (25 mg),Antidepressivos todos os outros
Teva,7898587901697,Agomelatina (25 mg),Antidepressivos todos os outros
Teva,7898587901703,Agomelatina (25 mg),Antidepressivos todos os outros
Libbs,7896094210608,Voextor (5 mg),Antidepressivos todos os outros
Libbs,7896094210615,Voextor (5 mg),Antidepressivos todos os outros
Libbs,7896094210622,Voextor (10 mg),Antidepressivos todos os outros
Libbs,7896094210639,Voextor (10 mg),Antidepressivos todos os outros
Libbs,7896094210646,Voextor (10 mg),Antidepressivos todos os outros
Libbs,7896094211605,Voextor (15 mg),Antidepressivos todos os outros
Libbs,7896094211612,Voextor (15 mg),Antidepressivos todos os outros
Libbs,7896094211629,Voextor (15 mg),Antidepressivos todos os outros
Libbs,7896094213371,Voextor (20 mg),Antidepressivos todos os outros
Libbs,7896094211643,Voextor (20 mg),Antidepressivos todos os outros
Libbs,7896094211650,Voextor (20 mg),Antidepressivos todos os outros
Eurofarma,7891317038595,Bromidrato de vortioxetina (5 mg),Antidepressivos todos os outros
Eurofarma,7891317038618,Bromidrato de vortioxetina (15 mg),Antidepressivos todos os outros
Eurofarma,7891317038625,Bromidrato de vortioxetina (20 mg),Antidepressivos todos os outros
Eurofarma,7891317037345,Vod (5 mg),Antidepressivos todos os outros
Eurofarma,7891317037352,Vod (5 mg),Antidepressivos todos os outros
Eurofarma,7891317050917,Vod (15 mg),Antidepressivos todos os outros
Eurofarma,7891317037390,Vod (15 mg),Antidepressivos todos os outros
Eurofarma,7891317050924,Vod (20 mg),Antidepressivos todos os outros
Eurofarma,7891317037406,Vod (20 mg),Antidepressivos todos os outros
Ems,7894916516341,Vognus (5 mg),Antidepressivos todos os outros
Ems,7894916516358,Vognus (5 mg),Antidepressivos todos os outros
Ems,7894916516365,Vognus (5 mg),Antidepressivos todos os outros
Ems,7894916516372,Vognus (10 mg),Antidepressivos todos os outros
Ems,7894916516389,Vognus (10 mg),Antidepressivos todos os outros
Ems,7894916516396,Vognus (10 mg),Antidepressivos todos os outros
Ems,7896004795041,Bromidrato de vortioxetina (5 mg),Antidepressivos todos os outros
Ems,7896004795058,Bromidrato de vortioxetina (10 mg),Antidepressivos todos os outros
Ems,7896004795065,Bromidrato de vortioxetina (10 mg),Antidepressivos todos os outros
Supera Farma,7899420508929,Vorxe (5 mg),Antidepressivos todos os outros
Supera Farma,7899420508967,Vorxe (5 mg),Antidepressivos todos os outros
Supera Farma,7899420509452,Vorxe (5 mg),Antidepressivos todos os outros
Supera Farma,7899420508943,Vorxe (15 mg),Antidepressivos todos os outros
Supera Farma,7899420508936,Vorxe (20 mg),Antidepressivos todos os outros
Lundbeck Brasil Ltda,5702157141913,Brintellix (5mg),Antidepressivos todos os outros
Lundbeck Brasil Ltda,5702157141920,Brintellix (5mg),Antidepressivos todos os outros
Lundbeck Brasil Ltda,5702157141944,Brintellix (10mg),Antidepressivos todos os outros
Lundbeck Brasil Ltda,5702157141951,Brintellix (10mg),Antidepressivos todos os outros
Lundbeck Brasil Ltda,5702157141968,Brintellix (10mg),Antidepressivos todos os outros
Lundbeck Brasil Ltda,5702150150387,Brintellix (15mg),Antidepressivos todos os outros
Lundbeck Brasil Ltda,5702150150394,Brintellix (15mg),Antidepressivos todos os outros
Lundbeck Brasil Ltda,5702157142026,Brintellix (15mg),Antidepressivos todos os outros
Lundbeck Brasil Ltda,5702150152619,Brintellix (20mg),Antidepressivos todos os outros
Lundbeck Brasil Ltda,5702150153913,Vurtuoso (5mg),Antidepressivos todos os outros
Lundbeck Brasil Ltda,5702150153937,Vurtuoso (5mg),Antidepressivos todos os outros
Lundbeck Brasil Ltda,5702150153869,Vurtuoso (10mg),Antidepressivos todos os outros
Lundbeck Brasil Ltda,5702150153883,Vurtuoso (10mg),Antidepressivos todos os outros
Lundbeck Brasil Ltda,5702150155481,Vurtuoso (10mg),Antidepressivos todos os outros
Lundbeck Brasil Ltda,5702150153890,Vurtuoso (15mg),Antidepressivos todos os outros
Lundbeck Brasil Ltda,5702150155504,Vurtuoso (15mg),Antidepressivos todos os outros
Lundbeck Brasil Ltda,5702150153906,Vurtuoso (20mg),Antidepressivos todos os outros
Lundbeck Brasil Ltda,5702150155511,Vurtuoso (20mg),Antidepressivos todos os outros
Germed,7896004821825,Vorpro (5 mg),Antidepressivos todos os outros
Germed,7896004821689,Vorpro (5 mg),Antidepressivos todos os outros
Germed,7896004821832,Vorpro (5 mg),Antidepressivos todos os outros
Germed,7896004821849,Vorpro (10 mg),Antidepressivos todos os outros
Germed,7896004821672,Vorpro (10 mg),Antidepressivos todos os outros
Germed,7896004821856,Vorpro (10 mg),Antidepressivos todos os outros
Althaia,7898687734393,Bromidrato de vortioxetina (5 mg),Antidepressivos todos os outros
Althaia,7898687734409,Bromidrato de vortioxetina (5 mg),Antidepressivos todos os outros
Althaia,7898687734416,Bromidrato de vortioxetina (5 mg),Antidepressivos todos os outros
Althaia,7898687734423,Bromidrato de vortioxetina (5 mg),Antidepressivos todos os outros
Althaia,7898687734430,Bromidrato de vortioxetina (10 mg),Antidepressivos todos os outros
Althaia,7898687734447,Bromidrato de vortioxetina (10 mg),Antidepressivos todos os outros
Althaia,7898687734454,Bromidrato de vortioxetina (10 mg),Antidepressivos todos os outros
Althaia,7898687734461,Bromidrato de vortioxetina (10 mg),Antidepressivos todos os outros
Althaia,7898687734478,Bromidrato de vortioxetina (15 mg),Antidepressivos todos os outros
Althaia,7898687734485,Bromidrato de vortioxetina (15 mg),Antidepressivos todos os outros
Althaia,7898687734492,Bromidrato de vortioxetina (15 mg),Antidepressivos todos os outros
Althaia,7898687734515,Bromidrato de vortioxetina (20 mg),Antidepressivos todos os outros
Althaia,7898687734522,Bromidrato de vortioxetina (20 mg),Antidepressivos todos os outros
Althaia,7898687734539,Bromidrato de vortioxetina (20 mg),Antidepressivos todos os outros
Althaia,7898687735147,Môdulix (5 mg),Antidepressivos todos os outros
Althaia,7898687735154,Môdulix (5 mg),Antidepressivos todos os outros
Althaia,7898687735161,Môdulix (5 mg),Antidepressivos todos os outros
Althaia,7898687735178,Môdulix (5 mg),Antidepressivos todos os outros
Althaia,7898687735185,Môdulix (10 mg),Antidepressivos todos os outros
Althaia,7898687735192,Môdulix (10 mg),Antidepressivos todos os outros
Althaia,7898687735208,Môdulix (10 mg),Antidepressivos todos os outros
Althaia,7898687735215,Môdulix (10 mg),Antidepressivos todos os outros
Althaia,7898687735222,Môdulix (15 mg),Antidepressivos todos os outros
Althaia,7898687735239,Môdulix (15 mg),Antidepressivos todos os outros
Althaia,7898687735246,Môdulix (15 mg),Antidepressivos todos os outros
Althaia,7898687735260,Môdulix (20 mg),Antidepressivos todos os outros
Althaia,7898687735277,Môdulix (20 mg),Antidepressivos todos os outros
Althaia,7898687735284,Môdulix (20 mg),Antidepressivos todos os outros
Brainfarma,7896714295800,Bromidrato de vortioxetina (5 mg),Antidepressivos todos os outros
Brainfarma,7896714295268,Bromidrato de vortioxetina (10 mg),Antidepressivos todos os outros
Brainfarma,7896714295763,Bromidrato de vortioxetina (10 mg),Antidepressivos todos os outros
Brainfarma,7896714295855,Bromidrato de vortioxetina (15 mg),Antidepressivos todos os outros
Brainfarma,7896714295275,Bromidrato de vortioxetina (15 mg),Antidepressivos todos os outros
Brainfarma,7896714295770,Bromidrato de vortioxetina (20 mg),Antidepressivos todos os outros
Brainfarma,7896714296487,Bromidrato de vortioxetina (20 mg),Antidepressivos todos os outros
Cosmed,7891142983640,Evortia (5 mg),Antidepressivos todos os outros
Cosmed,7891142983442,Evortia (5 mg),Antidepressivos todos os outros
Cosmed,7891142983657,Evortia (10 mg),Antidepressivos todos os outros
Cosmed,7891142983473,Evortia (10 mg),Antidepressivos todos os outros
Cosmed,7891142983480,Evortia (10 mg),Antidepressivos todos os outros
Cosmed,7896094931282,Evortia (15 mg),Antidepressivos todos os outros
Cosmed,7891142983497,Evortia (15 mg),Antidepressivos todos os outros
Cosmed,7891142983664,Evortia (20 mg),Antidepressivos todos os outros
Cosmed,7891142983534,Evortia (20 mg),Antidepressivos todos os outros
Instituto Biochimico Indústria,7897406120097,Cloridrato de amitriptilina (25 mg),Antidepressivos todos os outros
Instituto Biochimico Indústria,7897406120080,Cloridrato de amitriptilina (75 mg),Antidepressivos todos os outros
Ems,7896004709567,Cloridrato de amitriptilina (75 mg),Antidepressivos todos os outros
Ems,7896004727776,Cloridrato de amitriptilina (25 mg),Antidepressivos todos os outros
Cristália,7896676400083,Amytril (25 mg),Antidepressivos todos os outros
Cristália,7896676403220,Amytril (25 mg),Antidepressivos todos os outros
Cristália,7896676410518,Amytril (75 mg),Antidepressivos todos os outros
Cristália,7896676410501,Amytril (75 mg),Antidepressivos todos os outros
Cristália,7896676422269,Amytril (25 mg),Antidepressivos todos os outros
Cristália,7896676422276,Amytril (25 mg),Antidepressivos todos os outros
Cristália,7896676413045,Amytril (10 mg),Antidepressivos todos os outros
Cristália,7896676413052,Amytril (10 mg),Antidepressivos todos os outros
Cristália,7896676431537,Amytril (10 mg),Antidepressivos todos os outros
Cristália,7896676431520,Amytril (10 mg),Antidepressivos todos os outros
Laboratorio Teuto,7896112124429,Cloridrato de amitriptilina (25 mg),Antidepressivos todos os outros
Laboratorio Teuto,7896112124443,Cloridrato de amitriptilina (25 mg),Antidepressivos todos os outros
Germed,7896004709598,Cloridrato de amitriptilina (75 mg),Antidepressivos todos os outros
Germed,7896004727493,Cloridrato de amitriptilina (25 mg),Antidepressivos todos os outros
Furp,7895005804172,Cloridrato de amitriptilina (25 mg),Antidepressivos todos os outros
Myralis,7898430194351,Mitrip (10 mg),Antidepressivos todos os outros
Myralis,7898430194368,Mitrip (10 mg),Antidepressivos todos os outros
Myralis,7898430194429,Mitrip (10 mg),Antidepressivos todos os outros
Myralis,7898430194375,Mitrip (25 mg),Antidepressivos todos os outros
Myralis,7898430194436,Mitrip (25 mg),Antidepressivos todos os outros
Myralis,7898430194382,Mitrip (25 mg),Antidepressivos todos os outros
Myralis,7898430194443,Mitrip (25 mg),Antidepressivos todos os outros
Myralis,7898430194450,Mitrip (25 mg),Antidepressivos todos os outros
Brainfarma,7896714208190,Cloridrato de amitriptilina (25 mg),Antidepressivos todos os outros
Brainfarma,7896714274058,Cloridrato de amitriptilina (25 mg),Antidepressivos todos os outros
Legrand Pharma,7894916140102,Cloridrato de amitriptilina (25 mg),Antidepressivos todos os outros
Legrand Pharma,7894916340151,Cloridrato de amitriptilina (25 mg),Antidepressivos todos os outros
Medley,7896422524636,Cloridrato de amitriptilina (25 mg),Antidepressivos todos os outros
Medley,7896422524643,Cloridrato de amitriptilina (75 mg),Antidepressivos todos os outros
Libbs,7896094209114,Zetron (150 mg),Antidepressivos todos os outros
Libbs,7896094208995,Zetron (150 mg),Antidepressivos todos os outros
Libbs,7896094209015,Zetron (150 mg),Antidepressivos todos os outros
Libbs,7896094209008,Zetron (300 mg),Antidepressivos todos os outros
Libbs,7896094209022,Zetron (300 mg),Antidepressivos todos os outros
Eurofarma,7891317473723,Bup (150 mg),Antidepressivos todos os outros
Eurofarma,7891317438937,Bup (150 mg),Antidepressivos todos os outros
Eurofarma,7891317438944,Bup (150 mg),Antidepressivos todos os outros
Eurofarma,7891317189631,Cloridrato de bupropiona (150 mg),Antidepressivos todos os outros
Eurofarma,7891317189648,Cloridrato de bupropiona (150 mg),Antidepressivos todos os outros
Eurofarma,7891317010225,Bup xl (150 mg),Antidepressivos todos os outros
Eurofarma,7891317010201,Bup xl (150 mg),Antidepressivos todos os outros
Eurofarma,7891317036966,Bup xl (150 mg),Antidepressivos todos os outros
Eurofarma,7891317010232,Bup xl (300 mg),Antidepressivos todos os outros
Eurofarma,7891317010218,Bup xl (300 mg),Antidepressivos todos os outros
Eurofarma,7891317036973,Bup xl (300 mg),Antidepressivos todos os outros
Eurofarma,7891317010164,Cloridrato de bupropiona (150 mg),Antidepressivos todos os outros
Eurofarma,7891317010188,Cloridrato de bupropiona (150 mg),Antidepressivos todos os outros
Eurofarma,7891317010171,Cloridrato de bupropiona (300 mg),Antidepressivos todos os outros
Eurofarma,7891317010195,Cloridrato de bupropiona (300 mg),Antidepressivos todos os outros
Glaxosmithkline Brasil Ltda,7896015518509,Wellbutrin (150 mg),Antidepressivos todos os outros
Glaxosmithkline Brasil Ltda,7896015516598,Wellbutrin (150 mg),Antidepressivos todos os outros
Glaxosmithkline Brasil Ltda,7896015518493,Wellbutrin (300 mg),Antidepressivos todos os outros
Glaxosmithkline Brasil Ltda,7896015516604,Wellbutrin (300 mg),Antidepressivos todos os outros
Ems,7896004794068,Cloridrato de bupropiona (300 mg),Antidepressivos todos os outros
Cristália,7896676434408,Buene (150 mg),Antidepressivos todos os outros
Cristália,7896676434415,Buene (150 mg),Antidepressivos todos os outros
Cristália,7896676434422,Buene (150 mg),Antidepressivos todos os outros
Supera Farma,7899420507465,Alpes xl (150 mg),Antidepressivos todos os outros
Supera Farma,7899420507472,Alpes xl (150 mg),Antidepressivos todos os outros
Supera Farma,7899420507502,Alpes xl (300 mg),Antidepressivos todos os outros
Supera Farma,7899420507519,Alpes xl (300 mg),Antidepressivos todos os outros
União Química,7896006219552,Cloridrato de bupropiona (150 mg),Antidepressivos todos os outros
